property_id,month,property_value,cap_rate
P016,2024-03,47547676.81,0.0455
P016,2024-04,46488497.15,0.0455
P016,2024-05,46201507.65,0.0455
P016,2024-06,46266930.85,0.0456
P016,2024-07,46037357.37,0.0456
P016,2024-08,46806472.55,0.0456
P016,2024-09,45985895.53,0.0456
P016,2024-10,45627791.51,0.0456
P016,2024-11,45536834.19,0.0456
P016,2024-12,46302097.71,0.0456
P016,2025-01,46718769.48,0.0457
P016,2025-02,46002027.36,0.0457
P016,2025-03,45856739.06,0.0457
P016,2025-04,45030319.16,0.0457
P016,2025-05,44282881.89,0.0457
P016,2025-06,45250840.98,0.0457
P016,2025-07,45313196.52,0.0457
P016,2025-08,44769093.24,0.0458
P016,2025-09,45245446.0,0.0458
P016,2025-10,44674232.04,0.0458
P016,2025-11,45266467.9,0.0458
P016,2025-12,45329763.78,0.0458
P016,2026-01,45293889.37,0.0458
P016,2026-02,44911662.78,0.0459
P016,2026-03,44408020.44,0.0459
P016,2026-04,44544269.05,0.0459
P016,2026-05,44049065.99,0.0459
P016,2026-06,44455022.2,0.0459
P016,2026-07,43697041.99,0.0459
P016,2026-08,44035929.34,0.0459
P017,2022-09,37894432.93,0.0453
P017,2022-10,38302039.96,0.0453
P017,2022-11,38621080.94,0.0454
P017,2022-12,38403663.24,0.0454
P017,2023-01,37935617.7,0.0454
P017,2023-02,38307500.93,0.0454
P017,2023-03,38236088.72,0.0454
P017,2023-04,37759477.91,0.0454
P017,2023-05,37931607.04,0.0454
P017,2023-06,37030626.57,0.0455
P017,2023-07,37920917.03,0.0455
P017,2023-08,37608840.64,0.0455
P017,2023-09,37605833.98,0.0455
P017,2023-10,37700538.92,0.0455
P017,2023-11,38121976.43,0.0455
P017,2023-12,37832069.74,0.0455
P017,2024-01,37859892.21,0.0456
P017,2024-02,37862028.79,0.0456
P017,2024-03,37887512.22,0.0456
P017,2024-04,37014470.82,0.0456
P017,2024-05,37117850.44,0.0456
P017,2024-06,37250787.34,0.0456
P017,2024-07,36883916.57,0.0457
P017,2024-08,37090913.87,0.0457
P017,2024-09,37465364.42,0.0457
P017,2024-10,37291637.86,0.0457
P017,2024-11,37715918.2,0.0457
P017,2024-12,37948717.99,0.0457
P017,2025-01,37328282.4,0.0457
P017,2025-02,37713475.43,0.0458
P017,2025-03,37322074.21,0.0458
P017,2025-04,36876024.37,0.0458
P017,2025-05,36674604.54,0.0458
P017,2025-06,36373711.49,0.0458
P017,2025-07,33307839.66,0.0458
P017,2025-08,30809046.4,0.0458
P017,2025-09,31794281.74,0.0459
P017,2025-10,32473174.29,0.0459
P017,2025-11,30917631.54,0.0459
P017,2025-12,32089685.96,0.0459
P017,2026-01,31808501.66,0.0459
P017,2026-02,31408039.46,0.0459
P017,2026-03,31021966.14,0.046
P017,2026-04,30257371.11,0.046
P017,2026-05,30145886.32,0.046
P017,2026-06,28877121.29,0.046
P017,2026-07,27942424.83,0.046
P017,2026-08,28198361.83,0.046
P018,2022-09,37887846.99,0.0508
P018,2022-10,38745863.24,0.0509
P018,2022-11,38747789.67,0.0509
P018,2022-12,38503468.36,0.0509
P018,2023-01,39227003.47,0.0509
P018,2023-02,39261744.86,0.0509
P018,2023-03,38610084.41,0.0509
P018,2023-04,38548777.16,0.051
P018,2023-05,39138190.21,0.051
P018,2023-06,39015589.6,0.051
P018,2023-07,38641175.31,0.051
P018,2023-08,39736807.49,0.051
P018,2023-09,39223849.86,0.051
P018,2023-10,39521611.78,0.051
P018,2023-11,39364216.68,0.0511
P018,2023-12,39420401.57,0.0511
P018,2024-01,39759020.0,0.0511
P018,2024-02,39960157.63,0.0511
P018,2024-03,39600693.26,0.0511
P018,2024-04,39173392.92,0.0511
P018,2024-05,39414342.02,0.0511
P018,2024-06,39148025.81,0.0512
P018,2024-07,40075370.76,0.0512
P018,2024-08,39862549.1,0.0512
P018,2024-09,39582497.8,0.0512
P018,2024-10,40679678.46,0.0512
P018,2024-11,40444572.93,0.0512
P018,2024-12,40052994.19,0.0513
P018,2025-01,40727428.39,0.0513
P018,2025-02,41022570.77,0.0513
P018,2025-03,39673648.92,0.0513
P018,2025-04,39845050.29,0.0513
P018,2025-05,40265818.26,0.0513
P018,2025-06,40220056.72,0.0513
P018,2025-07,36494677.4,0.0514
P018,2025-08,35789971.71,0.0514
P018,2025-09,35492430.08,0.0514
P018,2025-10,34615414.41,0.0514
P018,2025-11,36001300.4,0.0514
P018,2025-12,35619893.72,0.0514
P018,2026-01,34734187.12,0.0514
P018,2026-02,35562081.47,0.0515
P018,2026-03,34344989.0,0.0515
P018,2026-04,35755283.16,0.0515
P018,2026-05,34148384.43,0.0515
P018,2026-06,34329599.88,0.0515
P018,2026-07,34484468.7,0.0515
P018,2026-08,33358766.09,0.0516
P019,2022-09,34029883.72,0.0515
P019,2022-10,33484048.11,0.0515
P019,2022-11,34270987.98,0.0515
P019,2022-12,33625994.36,0.0516
P019,2023-01,33812553.65,0.0516
P019,2023-02,33773959.9,0.0516
P019,2023-03,33786965.06,0.0516
P019,2023-04,32959109.7,0.0516
P019,2023-05,32782326.95,0.0516
P019,2023-06,33239193.03,0.0517
P019,2023-07,32701281.39,0.0517
P019,2023-08,33197385.29,0.0517
P019,2023-09,33236357.35,0.0517
P019,2023-10,33371657.97,0.0517
P019,2023-11,33674501.05,0.0517
P019,2023-12,33376333.44,0.0517
P019,2024-01,33152768.93,0.0518
P019,2024-02,32968014.72,0.0518
P019,2024-03,32800152.37,0.0518
P019,2024-04,32257950.83,0.0518
P019,2024-05,32476777.21,0.0518
P019,2024-06,32674773.39,0.0518
P019,2024-07,31581421.37,0.0518
P019,2024-08,31942822.52,0.0519
P019,2024-09,32754862.61,0.0519
P019,2024-10,32616667.0,0.0519
P019,2024-11,32083669.23,0.0519
P019,2024-12,32397126.65,0.0519
P019,2025-01,32011414.69,0.0519
P019,2025-02,32065315.4,0.052
P019,2025-03,32180822.6,0.052
P019,2025-04,32081586.39,0.052
P019,2025-05,31609162.88,0.052
P019,2025-06,31221825.75,0.052
P019,2025-07,30852141.28,0.052
P019,2025-08,31435103.4,0.052
P019,2025-09,31537843.25,0.0521
P019,2025-10,31420033.22,0.0521
P019,2025-11,31002514.38,0.0521
P019,2025-12,31464661.91,0.0521
P019,2026-01,31333259.28,0.0521
P019,2026-02,30590938.93,0.0521
P019,2026-03,31113913.35,0.0521
P019,2026-04,30248224.22,0.0522
P019,2026-05,30808967.67,0.0522
P019,2026-06,30056282.32,0.0522
P019,2026-07,30644349.04,0.0522
P019,2026-08,30031381.24,0.0522
P020,2022-09,39719609.49,0.0442
P020,2022-10,39190488.24,0.0443
P020,2022-11,39324092.95,0.0443
P020,2022-12,39632101.35,0.0443
P020,2023-01,39189899.34,0.0443
P020,2023-02,39344370.63,0.0443
P020,2023-03,39664563.93,0.0443
P020,2023-04,39069312.85,0.0444
P020,2023-05,38715633.0,0.0444
P020,2023-06,38913771.31,0.0444
P020,2023-07,38649771.22,0.0444
P020,2023-08,38653131.92,0.0444
P020,2023-09,38528725.92,0.0444
P020,2023-10,39180557.69,0.0444
P020,2023-11,39568989.32,0.0445
P020,2023-12,39000870.8,0.0445
P020,2024-01,39108757.73,0.0445
P020,2024-02,39136665.33,0.0445
P020,2024-03,38751798.84,0.0445
P020,2024-04,38904659.87,0.0445
P020,2024-05,38453046.55,0.0445
P020,2024-06,37849415.49,0.0446
P020,2024-07,38361477.32,0.0446
P020,2024-08,37887738.47,0.0446
P020,2024-09,38017637.26,0.0446
P020,2024-10,37958808.5,0.0446
P020,2024-11,38034430.51,0.0446
P020,2024-12,38652599.09,0.0447
P020,2025-01,38157662.31,0.0447
P020,2025-02,38444515.02,0.0447
P020,2025-03,37855814.4,0.0447
P020,2025-04,38147847.04,0.0447
P020,2025-05,37707995.96,0.0447
P020,2025-06,37756336.37,0.0447
P020,2025-07,37466925.9,0.0448
P020,2025-08,36884414.42,0.0448
P020,2025-09,37760707.44,0.0448
P020,2025-10,37726577.95,0.0448
P020,2025-11,37558356.27,0.0448
P020,2025-12,37967676.61,0.0448
P020,2026-01,37625308.48,0.0448
P020,2026-02,38069216.12,0.0449
P020,2026-03,36540970.5,0.0449
P020,2026-04,36963716.6,0.0449
P020,2026-05,36931825.07,0.0449
P020,2026-06,36734690.35,0.0449
P020,2026-07,37093976.84,0.0449
P020,2026-08,36342115.68,0.045
P021,2022-09,45851382.01,0.0434
P021,2022-10,47219640.63,0.0434
P021,2022-11,47272199.49,0.0434
P021,2022-12,46529701.15,0.0434
P021,2023-01,47116695.87,0.0435
P021,2023-02,47051229.77,0.0435
P021,2023-03,46381336.28,0.0435
P021,2023-04,46374174.12,0.0435
P021,2023-05,45823375.42,0.0435
P021,2023-06,45856611.27,0.0435
P021,2023-07,44986064.62,0.0436
P021,2023-08,45289360.91,0.0436
P021,2023-09,46291592.49,0.0436
P021,2023-10,46433940.61,0.0436
P021,2023-11,46640283.22,0.0436
P021,2023-12,47163895.38,0.0436
P021,2024-01,46610105.26,0.0436
P021,2024-02,45812033.31,0.0437
P021,2024-03,45554368.58,0.0437
P021,2024-04,45982181.42,0.0437
P021,2024-05,46686628.06,0.0437
P021,2024-06,46100353.41,0.0437
P021,2024-07,45725095.73,0.0437
P021,2024-08,46245555.5,0.0437
P021,2024-09,46796343.06,0.0438
P021,2024-10,46483682.72,0.0438
P021,2024-11,46077988.14,0.0438
P021,2024-12,47211666.91,0.0438
P021,2025-01,46087343.85,0.0438
P021,2025-02,45922656.3,0.0438
P021,2025-03,45057221.76,0.0439
P021,2025-04,45841271.02,0.0439
P021,2025-05,45469695.42,0.0439
P021,2025-06,45554318.17,0.0439
P021,2025-07,40569740.72,0.0439
P021,2025-08,40312337.77,0.0439
P021,2025-09,41039070.92,0.0439
P021,2025-10,41194543.46,0.044
P021,2025-11,40769671.01,0.044
P021,2025-12,40923830.8,0.044
P021,2026-01,39841174.96,0.044
P021,2026-02,40341649.79,0.044
P021,2026-03,39121815.77,0.044
P021,2026-04,38780663.12,0.044
P021,2026-05,37745325.49,0.0441
P021,2026-06,37418170.4,0.0441
P021,2026-07,37628523.59,0.0441
P021,2026-08,37920890.48,0.0441
P022,2022-09,29950180.86,0.0475
P022,2022-10,30192929.59,0.0475
P022,2022-11,30160019.37,0.0476
P022,2022-12,30584273.24,0.0476
P022,2023-01,30755226.8,0.0476
P022,2023-02,30588180.01,0.0476
P022,2023-03,30681840.2,0.0476
P022,2023-04,30581882.34,0.0476
P022,2023-05,30819377.12,0.0477
P022,2023-06,30056801.94,0.0477
P022,2023-07,30445703.7,0.0477
P022,2023-08,30581552.91,0.0477
P022,2023-09,30943566.61,0.0477
P022,2023-10,31047808.42,0.0477
P022,2023-11,31007477.17,0.0477
P022,2023-12,31412357.39,0.0478
P022,2024-01,31182778.16,0.0478
P022,2024-02,31317231.14,0.0478
P022,2024-03,30953859.76,0.0478
P022,2024-04,31389700.83,0.0478
P022,2024-05,31269685.37,0.0478
P022,2024-06,31363892.8,0.0478
P022,2024-07,31544997.68,0.0479
P022,2024-08,31761324.23,0.0479
P022,2024-09,31526523.2,0.0479
P022,2024-10,31940846.66,0.0479
P022,2024-11,31791907.33,0.0479
P022,2024-12,32123894.29,0.0479
P022,2025-01,32974316.24,0.048
P022,2025-02,32321658.05,0.048
P022,2025-03,32398347.91,0.048
P022,2025-04,32462741.71,0.048
P022,2025-05,31772722.52,0.048
P022,2025-06,32192107.83,0.048
P022,2025-07,31875073.84,0.048
P022,2025-08,33281901.14,0.0481
P022,2025-09,32845405.29,0.0481
P022,2025-10,32501533.32,0.0481
P022,2025-11,32826809.15,0.0481
P022,2025-12,32437726.12,0.0481
P022,2026-01,32896499.94,0.0481
P022,2026-02,33209622.26,0.0481
P022,2026-03,33109373.74,0.0482
P022,2026-04,32276946.18,0.0482
P022,2026-05,32578552.25,0.0482
P022,2026-06,32447411.01,0.0482
P022,2026-07,33142252.08,0.0482
P022,2026-08,33118039.95,0.0482
P023,2022-09,33606103.89,0.0487
P023,2022-10,33662319.52,0.0487
P023,2022-11,33874739.46,0.0487
P023,2022-12,33894719.52,0.0487
P023,2023-01,34474115.85,0.0488
P023,2023-02,33797394.55,0.0488
P023,2023-03,33439812.49,0.0488
P023,2023-04,33856906.12,0.0488
P023,2023-05,33579987.68,0.0488
P023,2023-06,33422134.57,0.0488
P023,2023-07,34046855.09,0.0488
P023,2023-08,33790583.47,0.0489
P023,2023-09,34549563.17,0.0489
P023,2023-10,34259233.65,0.0489
P023,2023-11,34023895.25,0.0489
P023,2023-12,34053186.0,0.0489
P023,2024-01,34428942.1,0.0489
P023,2024-02,34024238.58,0.0489
P023,2024-03,33768881.31,0.049
P023,2024-04,34011468.24,0.049
P023,2024-05,33594816.41,0.049
P023,2024-06,33543369.34,0.049
P023,2024-07,33668667.94,0.049
P023,2024-08,33889642.17,0.049
P023,2024-09,34349593.04,0.0491
P023,2024-10,34506296.92,0.0491
P023,2024-11,34271320.67,0.0491
P023,2024-12,34167837.4,0.0491
P023,2025-01,34043210.92,0.0491
P023,2025-02,33739441.71,0.0491
P023,2025-03,33249919.91,0.0491
P023,2025-04,33522418.61,0.0492
P023,2025-05,34166863.92,0.0492
P023,2025-06,34114510.91,0.0492
P023,2025-07,34467250.37,0.0492
P023,2025-08,34180496.96,0.0492
P023,2025-09,34107140.17,0.0492
P023,2025-10,34205967.69,0.0492
P023,2025-11,34783633.64,0.0493
P023,2025-12,34123533.74,0.0493
P023,2026-01,34438003.71,0.0493
P023,2026-02,33762805.36,0.0493
P023,2026-03,34170404.97,0.0493
P023,2026-04,33795765.84,0.0493
P023,2026-05,33851060.24,0.0494
P023,2026-06,34000976.26,0.0494
P023,2026-07,33994217.97,0.0494
P023,2026-08,33815965.92,0.0494
P024,2022-09,68174386.07,0.0446
P024,2022-10,68266380.69,0.0447
P024,2022-11,68966685.02,0.0447
P024,2022-12,69173182.14,0.0447
P024,2023-01,68462074.58,0.0447
P024,2023-02,67288149.1,0.0447
P024,2023-03,68307912.38,0.0447
P024,2023-04,67707868.69,0.0448
P024,2023-05,67784473.96,0.0448
P024,2023-06,67372240.79,0.0448
P024,2023-07,68016035.99,0.0448
P024,2023-08,67682030.5,0.0448
P024,2023-09,67174036.5,0.0448
P024,2023-10,68643895.64,0.0448
P024,2023-11,67773234.74,0.0449
P024,2023-12,68284968.94,0.0449
P024,2024-01,69177378.18,0.0449
P024,2024-02,68741694.48,0.0449
P024,2024-03,67741080.77,0.0449
P024,2024-04,69042638.51,0.0449
P024,2024-05,66964797.34,0.0449
P024,2024-06,67424181.85,0.045
P024,2024-07,67262185.9,0.045
P024,2024-08,68156038.02,0.045
P024,2024-09,67408642.9,0.045
P024,2024-10,68539060.34,0.045
P024,2024-11,68727577.14,0.045
P024,2024-12,69150836.05,0.0451
P024,2025-01,69219682.6,0.0451
P024,2025-02,69446191.74,0.0451
P024,2025-03,68220103.21,0.0451
P024,2025-04,67012101.55,0.0451
P024,2025-05,68142509.56,0.0451
P024,2025-06,66513711.05,0.0451
P024,2025-07,68057506.61,0.0452
P024,2025-08,67029419.06,0.0452
P024,2025-09,67745073.66,0.0452
P024,2025-10,67058455.49,0.0452
P024,2025-11,67455841.17,0.0452
P024,2025-12,68775565.76,0.0452
P024,2026-01,68544654.28,0.0452
P024,2026-02,67349241.69,0.0453
P024,2026-03,68851667.67,0.0453
P024,2026-04,67226340.88,0.0453
P024,2026-05,67436072.55,0.0453
P024,2026-06,67189226.59,0.0453
P024,2026-07,67374507.49,0.0453
P024,2026-08,66638290.03,0.0454
