property_id,month,occupancy,revenue,operating_expenses,noi
P011,2024-04,0.9193,323995.75,119728.29,204267.46
P011,2024-05,0.9258,326956.23,121242.83,205713.4
P011,2024-06,0.914,323422.7,120349.96,203072.74
P011,2024-07,0.9094,322451.0,120406.01,202044.99
P011,2024-08,0.9186,326374.31,122295.19,204079.12
P011,2024-09,0.9311,331468.84,124636.46,206832.38
P011,2024-10,0.9298,331688.78,125153.26,206535.52
P011,2024-11,0.9227,329819.29,124881.02,204938.27
P011,2024-12,0.9319,333748.7,126808.67,206940.03
P011,2025-01,0.9442,338838.18,129190.54,209647.64
P011,2025-02,0.9409,338342.15,129450.42,208891.73
P011,2025-03,0.907,326797.49,125468.6,201328.89
P011,2025-04,0.9146,330183.31,127209.76,202973.55
P011,2025-05,0.9351,338281.76,130783.48,207498.28
P011,2025-06,0.8999,326206.4,126553.97,199652.43
P011,2025-07,0.918,333430.57,129806.87,203623.7
P011,2025-08,0.9372,341099.85,133254.78,207845.07
P011,2025-09,0.9151,333710.89,130821.96,202888.93
P011,2025-10,0.9175,335259.44,131886.47,203372.97
P011,2025-11,0.9277,339666.89,134085.39,205581.5
P011,2025-12,0.9271,340117.37,134730.54,205386.83
P011,2026-01,0.9563,351537.16,139738.94,211798.22
P011,2026-02,0.9335,343844.32,137156.71,206687.61
P011,2026-03,0.9231,340688.13,136370.74,204317.39
P011,2026-04,0.9165,338940.91,136143.58,202797.33
P011,2026-05,0.9226,341870.4,137798.23,204072.17
P011,2026-06,0.9242,343152.92,138796.61,204356.31
P011,2026-07,0.9106,338800.26,137513.04,201287.22
P011,2026-08,0.9219,343689.98,139983.22,203706.76
P012,2022-09,0.9714,227708.16,85689.38,142018.78
P012,2022-10,0.9605,225935.94,85351.31,140584.63
P012,2022-11,0.9761,230392.19,87371.37,143020.82
P012,2022-12,0.9693,229585.05,87402.02,142183.03
P012,2023-01,0.9704,230659.63,88150.74,142508.89
P012,2023-02,0.9809,233964.93,89759.74,144205.19
P012,2023-03,0.9853,235808.44,90816.9,144991.54
P012,2023-04,0.9574,229945.19,88901.31,141043.88
P012,2023-05,0.9705,233880.07,90772.34,143107.73
P012,2023-06,0.9594,232028.71,90402.1,141626.61
P012,2023-07,0.9615,233334.85,91262.61,142072.24
P012,2023-08,0.9669,235463.76,92451.48,143012.28
P012,2023-09,0.9808,239666.84,94465.71,145201.13
P012,2023-10,0.9786,239972.28,94951.94,145020.34
P012,2023-11,0.9778,240605.19,95570.58,145034.61
P012,2023-12,0.9926,245077.91,97723.7,147354.21
P012,2024-01,0.9871,244563.24,97895.65,146667.59
P012,2024-02,0.9825,244286.85,98163.22,146123.63
P012,2024-03,0.995,248244.83,100139.5,148105.33
P012,2024-04,0.9677,242270.88,98107.65,144163.23
P012,2024-05,0.9658,242646.92,98639.98,144006.94
P012,2024-06,0.9568,241210.09,98435.13,142774.96
P012,2024-07,0.9594,242695.84,99424.52,143271.32
P012,2024-08,0.9852,250090.34,102850.06,147240.28
P012,2024-09,0.9613,244884.66,101098.73,143785.93
P012,2024-10,0.9794,250354.62,103756.72,146597.9
P012,2024-11,0.9751,250120.94,104060.8,146060.14
P012,2024-12,0.9673,248984.75,103988.75,144996.0
P012,2025-01,0.9707,250721.55,105119.12,145602.43
P012,2025-02,0.9803,254084.85,106941.27,147143.58
P012,2025-03,0.9662,251293.35,106175.44,145117.91
P012,2025-04,0.9741,254230.54,107831.9,146398.64
P012,2025-05,0.9679,253478.47,107928.74,145549.73
P012,2025-06,0.9554,251079.11,107320.6,143758.51
P012,2025-07,0.9623,253761.29,108886.58,144874.71
P012,2025-08,0.9581,253533.64,109209.67,144323.97
P012,2025-09,0.9731,258398.43,111735.68,146662.75
P012,2025-10,0.9769,260293.69,112990.55,147303.14
P012,2025-11,0.97,259358.14,113019.88,146338.26
P012,2025-12,0.9743,261421.43,114359.6,147061.83
P012,2026-01,0.9798,263798.66,115845.86,147952.8
P012,2026-02,0.992,268026.96,118157.94,149869.02
P012,2026-03,0.9778,265089.24,117314.86,147774.38
P012,2026-04,0.9818,267107.22,118665.1,148442.12
P012,2026-05,0.9651,263475.99,117504.62,145971.37
P012,2026-06,0.9661,264666.97,118492.3,146174.67
P012,2026-07,0.9634,264823.49,119020.94,145802.55
P012,2026-08,0.9674,266861.63,120400.83,146460.8
P013,2022-09,0.9642,337382.51,138366.42,199016.09
P013,2022-10,0.9865,346351.76,142268.01,204083.75
P013,2022-11,0.9778,344448.61,141708.53,202740.08
P013,2022-12,0.9815,346900.94,142941.65,203959.29
P013,2023-01,0.9884,350486.52,144645.97,205840.55
P013,2023-02,0.9711,345521.98,142821.12,202700.86
P013,2023-03,0.9942,354905.5,146930.24,207975.26
P013,2023-04,0.9681,346757.38,143782.46,202974.92
P013,2023-05,0.9674,347666.74,144386.0,203280.74
P013,2023-06,0.9825,354256.75,147353.95,206902.8
P013,2023-07,0.9754,352886.24,147014.47,205871.77
P013,2023-08,0.9575,347580.04,145031.36,202548.68
P013,2023-09,0.9823,357742.7,149506.34,208236.36
P013,2023-10,0.9797,357994.44,149846.58,208147.86
P013,2023-11,0.979,358949.09,150482.2,208466.89
P013,2023-12,0.9838,361900.04,151957.67,209942.37
P013,2024-01,0.9891,365072.48,153530.56,211541.92
P013,2024-02,0.985,364776.47,153647.06,211129.41
P013,2024-03,0.9759,362595.1,152968.18,209626.92
P013,2024-04,0.9687,361137.33,152592.53,208544.8
P013,2024-05,0.9867,369069.6,156189.16,212880.44
P013,2024-06,0.9703,364148.85,154348.81,209800.04
P013,2024-07,0.9745,366960.89,155785.08,211175.81
P013,2024-08,0.975,368375.43,156631.26,211744.17
P013,2024-09,0.9839,372960.82,158830.07,214130.75
P013,2024-10,0.9823,373599.51,159352.01,214247.5
P013,2024-11,0.995,379706.84,162211.4,217495.44
P013,2024-12,0.981,375624.54,160719.53,214905.01
P013,2025-01,0.9914,380850.56,163211.6,217638.96
P013,2025-02,0.9944,383297.63,164518.32,218779.31
P013,2025-03,0.9741,376717.02,161947.82,214769.2
P013,2025-04,0.9851,382268.33,164592.45,217675.88
P013,2025-05,0.9773,380498.82,164087.93,216410.89
P013,2025-06,0.9836,384229.83,165957.21,218272.62
P013,2025-07,0.9417,369067.34,179820.47,189246.87
P013,2025-08,0.956,375961.3,185537.82,190423.48
P013,2025-09,0.9371,369737.89,179548.65,190189.24
P013,2025-10,0.958,379256.3,189088.49,190167.81
P013,2025-11,0.9636,382757.32,186732.81,196024.51
P013,2025-12,0.9454,376764.68,186558.98,190205.7
P013,2026-01,0.956,382256.18,194101.52,188154.66
P013,2026-02,0.9511,381593.01,192941.37,188651.64
P013,2026-03,0.9327,375455.39,190201.79,185253.6
P013,2026-04,0.9374,378600.99,191572.83,187028.16
P013,2026-05,0.936,379299.94,190061.11,189238.83
P013,2026-06,0.9247,375969.63,188244.28,187725.35
P013,2026-07,0.9255,377570.31,195891.39,181678.92
P013,2026-08,0.9182,375831.88,192708.06,183123.82
P014,2022-09,0.9473,277684.81,116067.24,161617.57
P014,2022-10,0.9403,276578.38,115832.77,160745.61
P014,2022-11,0.9481,279840.92,117430.29,162410.63
P014,2022-12,0.9592,284085.49,119446.56,164638.93
P014,2023-01,0.9463,281240.94,118483.76,162757.18
P014,2023-02,0.9336,278420.81,117527.0,160893.81
P014,2023-03,0.9396,281175.01,118923.69,162251.32
P014,2023-04,0.9463,284145.72,120417.18,163728.54
P014,2023-05,0.9258,278955.65,118450.85,160504.8
P014,2023-06,0.9304,281313.75,119687.74,161626.01
P014,2023-07,0.9288,281807.14,120134.13,161673.01
P014,2023-08,0.9497,289124.32,123496.52,165627.8
P014,2023-09,0.9605,293441.63,125587.82,167853.81
P014,2023-10,0.9296,284981.68,122207.66,162774.02
P014,2023-11,0.9432,290140.13,124665.12,165475.01
P014,2023-12,0.9488,292870.8,126086.6,166784.2
P014,2024-01,0.9518,294818.07,127175.26,167642.81
P014,2024-02,0.9503,295344.91,127653.79,167691.12
P014,2024-03,0.947,295353.15,127909.13,167444.02
P014,2024-04,0.9412,294541.77,127809.31,166732.46
P014,2024-05,0.9568,300450.44,130630.37,169820.07
P014,2024-06,0.9341,294339.65,128225.9,166113.75
P014,2024-07,0.939,296909.34,129600.46,167308.88
P014,2024-08,0.9308,295326.28,129163.7,166162.58
P014,2024-09,0.9329,297036.15,130167.74,166868.41
P014,2024-10,0.9587,306305.65,134494.57,171811.08
P014,2024-11,0.9417,301906.27,132824.31,169081.96
P014,2024-12,0.9612,309208.8,136305.37,172903.43
P014,2025-01,0.9421,304111.08,134322.59,169788.49
P014,2025-02,0.9558,309616.4,137023.94,172592.46
P014,2025-03,0.9515,309256.34,137134.53,172121.81
P014,2025-04,0.9395,306440.05,136153.69,170286.36
P014,2025-05,0.9359,306303.34,136361.35,169941.99
P014,2025-06,0.9269,304404.31,135783.21,168621.1
P014,2025-07,0.9314,306922.44,137176.46,169745.98
P014,2025-08,0.9505,314320.31,140759.95,173560.36
P014,2025-09,0.9375,311080.21,139583.7,171496.51
P014,2025-10,0.9508,316599.4,142340.38,174259.02
P014,2025-11,0.9473,316506.16,142579.1,173927.06
P014,2025-12,0.9585,321352.9,145047.96,176304.94
P014,2026-01,0.9458,318203.25,143909.58,174293.67
P014,2026-02,0.9409,317633.77,143935.35,173698.42
P014,2026-03,0.9497,321706.3,146068.32,175637.98
P014,2026-04,0.9397,319419.45,145316.03,174103.42
P014,2026-05,0.9456,322523.59,147017.6,175505.99
P014,2026-06,0.9382,321105.54,146659.89,174445.65
P014,2026-07,0.9377,322051.02,147381.82,174669.2
P014,2026-08,0.9525,328278.41,150527.98,177750.43
P015,2022-09,0.9456,268040.12,104591.84,163448.28
P015,2022-10,0.9427,267662.09,104685.88,162976.21
P015,2022-11,0.9435,268303.6,105179.46,163124.14
P015,2022-12,0.9718,276768.84,108748.9,168019.94
P015,2023-01,0.9637,274897.12,108263.26,166633.86
P015,2023-02,0.9461,270303.84,106700.47,163603.37
P015,2023-03,0.9399,268950.81,106411.9,162538.91
P015,2023-04,0.9399,269363.56,106821.68,162541.88
P015,2023-05,0.9169,263192.9,104615.97,158576.93
P015,2023-06,0.949,272837.25,108700.29,164136.96
P015,2023-07,0.9354,269331.74,107551.83,161779.91
P015,2023-08,0.9308,268428.36,107438.98,160989.38
P015,2023-09,0.938,270928.32,108690.38,162237.94
P015,2023-10,0.9432,272846.5,109713.06,163133.44
P015,2023-11,0.9328,270280.58,108932.63,161347.95
P015,2023-12,0.9629,279427.19,112879.49,166547.7
P015,2024-01,0.9472,275306.56,111472.1,163834.46
P015,2024-02,0.9504,276673.18,112284.52,164388.66
P015,2024-03,0.9268,270200.88,109911.42,160289.46
P015,2024-04,0.9458,276192.57,112608.53,163584.04
P015,2024-05,0.923,269954.79,110319.82,159634.97
P015,2024-06,0.9438,276447.28,113234.31,163212.97
P015,2024-07,0.9309,273106.38,112124.57,160981.81
P015,2024-08,0.9466,278139.63,114455.08,163684.55
P015,2024-09,0.9366,275639.23,113688.47,161950.76
P015,2024-10,0.9379,276442.24,114283.37,162158.87
P015,2024-11,0.9551,281974.37,116839.99,165134.38
P015,2024-12,0.9387,277552.38,115273.65,162278.73
P015,2025-01,0.9511,281673.49,117255.79,164417.7
P015,2025-02,0.9378,278140.1,116052.67,162087.43
P015,2025-03,0.9391,278986.11,116674.88,162311.23
P015,2025-04,0.9443,280968.38,117775.63,163192.75
P015,2025-05,0.9304,277245.47,116483.84,160761.63
P015,2025-06,0.9256,276244.43,116331.67,159912.76
P015,2025-07,0.9232,275982.84,116490.3,159492.54
P015,2025-08,0.9398,281357.03,119033.36,162323.67
P015,2025-09,0.9417,282382.62,119743.54,162639.08
P015,2025-10,0.9557,287021.07,121991.94,165029.13
P015,2025-11,0.9626,289545.06,123349.31,166195.75
P015,2025-12,0.9596,289093.73,123441.86,165651.87
P015,2026-01,0.9517,287168.19,122903.25,164264.94
P015,2026-02,0.9489,286758.64,123011.8,163746.84
P015,2026-03,0.9341,282741.0,121568.84,161172.16
P015,2026-04,0.9492,287770.05,124017.31,163752.74
P015,2026-05,0.927,281467.01,121581.48,159885.53
P015,2026-06,0.9408,286100.9,123868.93,162231.97
P015,2026-07,0.9243,281508.7,122162.58,159346.12
P015,2026-08,0.9325,284474.82,123735.25,160739.57
P016,2022-09,0.9584,285159.67,104652.78,180506.89
P016,2022-10,0.9783,291574.33,107504.74,184069.59
P016,2022-11,0.9733,290563.67,107630.48,182933.19
P016,2022-12,0.9813,293425.42,109196.14,184229.28
P016,2023-01,0.9698,290449.17,108591.37,181857.8
P016,2023-02,0.9787,293590.59,110276.49,183314.1
P016,2023-03,0.9633,289453.66,109228.38,180225.28
P016,2023-04,0.9807,295153.86,111897.54,183256.32
P016,2023-05,0.9734,293428.91,111761.08,181667.83
P016,2023-06,0.9483,286328.61,109564.05,176764.56
P016,2023-07,0.9719,293933.42,112997.26,180936.16
P016,2023-08,0.9599,290785.83,112307.25,178478.58
P016,2023-09,0.9813,297752.38,115532.83,182219.55
P016,2023-10,0.9629,292654.19,114082.9,178571.29
P016,2023-11,0.9711,295626.59,115777.7,179848.89
P016,2023-12,0.9801,298850.22,117584.65,181265.57
P016,2024-01,0.9689,295926.61,116975.98,178950.63
P016,2024-02,0.9547,292049.38,115980.4,176068.98
P016,2024-03,0.9791,300009.8,119695.93,180313.87
P016,2024-04,0.959,294332.32,117977.04,176355.28
P016,2024-05,0.9548,293525.15,118200.82,175324.33
P016,2024-06,0.9579,294962.7,119332.27,175630.43
P016,2024-07,0.9549,294526.68,119710.17,174816.51
P016,2024-08,0.9727,300502.98,122707.42,177795.56
P016,2024-09,0.9575,296283.17,121547.11,174736.06
P016,2024-10,0.9519,295027.33,121594.95,173432.38
P016,2024-11,0.9519,295499.81,122356.24,173143.57
P016,2024-12,0.9698,301555.91,125444.72,176111.19
P016,2025-01,0.9805,305381.51,127627.1,177754.41
P016,2025-02,0.9674,301803.29,126718.42,175084.87
P016,2025-03,0.9664,301965.6,127376.38,174589.22
P016,2025-04,0.9509,297631.14,126132.04,171499.1
P016,2025-05,0.9371,293792.13,125084.31,168707.82
P016,2025-06,0.9597,301351.88,128899.79,172452.09
P016,2025-07,0.9631,302919.39,130173.02,172746.37
P016,2025-08,0.9536,300433.34,129705.28,170728.06
P016,2025-09,0.9659,304806.78,132205.58,172601.2
P016,2025-10,0.9559,302133.83,131655.84,170477.99
P016,2025-11,0.9708,307343.59,134549.03,172794.56
P016,2025-12,0.9744,308993.4,135900.56,173092.84
P016,2026-01,0.9759,309982.09,136969.62,173012.47
P016,2026-02,0.97,308603.33,136994.74,171608.59
P016,2026-03,0.9615,306380.23,136640.56,169739.67
P016,2026-04,0.9668,308576.3,138260.17,170316.13
P016,2026-05,0.9584,306402.68,137924.91,168477.77
P016,2026-06,0.9697,310510.07,140424.04,170086.03
P016,2026-07,0.9556,306492.57,139251.97,167240.6
P016,2026-08,0.9654,310171.85,141579.19,168592.66
P017,2022-09,0.9754,250438.12,107313.57,143124.55
P017,2022-10,0.9863,253878.11,109166.18,144711.93
P017,2022-11,0.995,256751.49,110785.89,145965.6
P017,2022-12,0.9899,256066.84,110874.95,145191.89
P017,2023-01,0.9783,253703.82,110234.04,143469.78
P017,2023-02,0.9884,256962.59,112038.49,144924.1
P017,2023-03,0.9871,257260.39,112558.66,144701.73
P017,2023-04,0.9754,254827.34,111882.11,142945.23
P017,2023-05,0.9804,256772.86,113128.59,143644.27
P017,2023-06,0.9577,251445.64,111167.03,140278.61
P017,2023-07,0.9813,258288.11,114589.52,143698.59
P017,2023-08,0.9738,256960.04,114397.03,142563.01
P017,2023-09,0.9744,257743.91,115145.29,142598.62
P017,2023-10,0.9775,259206.51,116201.65,143004.86
P017,2023-11,0.9891,262933.91,118282.81,144651.1
P017,2023-12,0.9822,261765.18,118166.82,143598.36
P017,2024-01,0.9837,262796.47,119045.18,143751.29
P017,2024-02,0.9844,263657.61,119850.88,143806.73
P017,2024-03,0.9858,264689.53,120738.65,143950.88
P017,2024-04,0.9639,259432.56,118752.47,140680.09
P017,2024-05,0.9673,261009.4,119890.0,141119.4
P017,2024-06,0.9716,262807.26,121135.88,141671.38
P017,2024-07,0.9628,261081.31,120759.1,140322.21
P017,2024-08,0.969,263421.65,122265.57,141156.08
P017,2024-09,0.9797,266973.09,124345.14,142627.95
P017,2024-10,0.976,266631.28,124618.08,142013.2
P017,2024-11,0.988,270579.58,126903.5,143676.08
P017,2024-12,0.995,273178.68,128568.33,144610.35
P017,2025-01,0.9797,269634.74,127342.01,142292.73
P017,2025-02,0.9907,273357.72,129549.52,143808.2
P017,2025-03,0.9814,271460.38,129098.01,142362.37
P017,2025-04,0.9707,269153.29,128446.25,140707.04
P017,2025-05,0.9664,268624.15,128639.82,139984.33
P017,2025-06,0.9594,267362.46,128481.15,138881.31
P017,2025-07,0.9636,269197.02,141980.12,127216.9
P017,2025-08,0.9425,263955.82,146244.37,117711.45
P017,2025-09,0.9622,270151.04,148635.58,121515.46
P017,2025-10,0.967,272170.97,148020.24,124150.73
P017,2025-11,0.9601,270893.35,152651.09,118242.26
P017,2025-12,0.9641,272685.17,149920.36,122764.81
P017,2026-01,0.9586,271816.72,150087.87,121728.85
P017,2026-02,0.9584,272440.93,152205.36,120235.57
P017,2026-03,0.9449,269266.87,150470.48,118796.39
P017,2026-04,0.9511,271694.75,155788.5,115906.25
P017,2026-05,0.9361,268072.14,152555.27,115516.87
P017,2026-06,0.9325,267715.98,157024.83,110691.15
P017,2026-07,0.9202,264827.17,157683.95,107143.22
P017,2026-08,0.9279,267727.16,159567.32,108159.84
P018,2022-09,0.9681,280207.5,119665.97,160541.53
P018,2022-10,0.9882,287048.6,122822.98,164225.62
P018,2022-11,0.9864,287560.59,123278.37,164282.22
P018,2022-12,0.9784,286244.18,122949.7,163294.48
P018,2023-01,0.9949,292131.52,125719.47,166412.05
P018,2023-02,0.994,292901.39,126292.88,166608.51
P018,2023-03,0.9757,288544.78,124653.35,163891.43
P018,2023-04,0.9723,288593.03,124913.65,163679.38
P018,2023-05,0.9854,293522.12,127291.15,166230.97
P018,2023-06,0.9805,293119.87,127360.85,165759.02
P018,2023-07,0.9693,290821.52,126604.91,164216.61
P018,2023-08,0.995,299599.06,130676.58,168922.48
P018,2023-09,0.9804,296258.71,129467.8,166790.91
P018,2023-10,0.986,299041.27,130934.79,168106.48
P018,2023-11,0.9803,298384.23,130898.03,167486.2
P018,2023-12,0.98,299347.24,131572.71,167774.53
P018,2024-01,0.9866,302462.84,133197.44,169265.4
P018,2024-02,0.9898,304542.51,134370.86,170171.65
P018,2024-03,0.9792,302350.1,133659.74,168690.36
P018,2024-04,0.9669,299631.41,132712.29,166919.12
P018,2024-05,0.9711,302024.03,134028.95,167995.08
P018,2024-06,0.9629,300531.78,133622.88,166908.9
P018,2024-07,0.9839,308214.94,137302.18,170912.76
P018,2024-08,0.977,307141.9,137086.95,170054.95
P018,2024-09,0.9684,305546.53,136636.81,168909.72
P018,2024-10,0.9935,314596.67,140954.12,173642.55
P018,2024-11,0.9861,313358.63,140669.08,172689.55
P018,2024-12,0.9748,310901.98,139834.32,171067.66
P018,2025-01,0.9895,316726.89,142727.79,173999.1
P018,2025-02,0.995,319619.0,144307.69,175311.31
P018,2025-03,0.9606,309689.18,140092.94,169596.24
P018,2025-04,0.9631,311612.44,141233.69,170378.75
P018,2025-05,0.9716,315497.46,143269.16,172228.3
P018,2025-06,0.9689,315735.43,143652.59,172082.84
P018,2025-07,0.9589,313602.85,157413.55,156189.3
P018,2025-08,0.9577,314349.56,161131.51,153218.05
P018,2025-09,0.945,311281.59,159292.96,151988.63
P018,2025-10,0.9476,313282.59,165006.32,148276.27
P018,2025-11,0.9564,317324.28,163066.52,154257.76
P018,2025-12,0.9571,318709.69,166041.65,152668.04
P018,2026-01,0.9592,320546.49,171631.2,148915.29
P018,2026-02,0.956,320630.88,168121.72,152509.16
P018,2026-03,0.9496,319615.37,172282.82,147332.55
P018,2026-04,0.9553,322686.93,169259.83,153427.1
P018,2026-05,0.9154,310330.53,163756.0,146574.53
P018,2026-06,0.9312,316825.4,169430.13,147395.27
P018,2026-07,0.9298,317500.57,169397.26,148103.31
P018,2026-08,0.9381,321491.91,178181.55,143310.36
P019,2022-09,0.9754,221960.46,75860.02,146100.44
P019,2022-10,0.9614,219013.07,75214.21,143798.86
P019,2022-11,0.9857,224793.43,77572.18,147221.25
P019,2022-12,0.9689,221189.81,76697.29,144492.52
P019,2023-01,0.976,223053.54,77717.1,145336.44
P019,2023-02,0.9767,223440.81,78228.04,145212.77
P019,2023-03,0.9788,224175.13,78864.21,145310.92
P019,2023-04,0.9566,219320.81,77529.13,141791.68
P019,2023-05,0.9533,218785.6,77713.47,141072.13
P019,2023-06,0.9684,222491.08,79411.37,143079.71
P019,2023-07,0.9545,219542.58,78737.46,140805.12
P019,2023-08,0.9709,223541.66,80558.92,142982.74
P019,2023-09,0.9739,224479.9,81287.76,143192.14
P019,2023-10,0.9798,226078.99,82262.22,143816.77
P019,2023-11,0.9907,228828.97,83664.99,145163.98
P019,2023-12,0.9839,227501.89,83581.53,143920.36
P019,2024-01,0.9793,226679.34,83681.56,142997.78
P019,2024-02,0.9758,226120.53,83878.44,142242.09
P019,2024-03,0.9728,225677.13,84118.29,141558.84
P019,2024-04,0.9588,222649.88,83390.75,139259.13
P019,2024-05,0.9673,224875.55,84631.14,140244.41
P019,2024-06,0.9753,226973.53,85833.27,141140.26
P019,2024-07,0.9447,220088.57,83631.62,136456.95
P019,2024-08,0.9576,223332.63,85274.21,138058.42
P019,2024-09,0.9841,229761.8,88152.76,141609.04
P019,2024-10,0.9822,229548.72,88496.37,141052.35
P019,2024-11,0.9683,226549.38,87761.9,138787.48
P019,2024-12,0.98,229529.89,89345.96,140183.93
P019,2025-01,0.9705,227563.19,89008.24,138554.95
P019,2025-02,0.9744,228721.84,89893.51,138828.33
P019,2025-03,0.9803,230332.37,90963.72,139368.65
P019,2025-04,0.9796,230414.73,91435.75,138978.98
P019,2025-05,0.9675,227811.11,90839.18,136971.93
P019,2025-06,0.9579,225807.74,90475.23,135332.51
P019,2025-07,0.9489,223921.42,90152.76,133768.66
P019,2025-08,0.9692,228963.55,92627.99,136335.56
P019,2025-09,0.9749,230534.59,93714.02,136820.57
P019,2025-10,0.9737,230502.14,94153.39,136348.75
P019,2025-11,0.9632,228265.97,93690.31,134575.66
P019,2025-12,0.9801,232517.23,95896.15,136621.08
P019,2026-01,0.9786,232400.72,96311.03,136089.69
P019,2026-02,0.9579,227738.62,94834.81,132903.81
P019,2026-03,0.9769,232499.92,97285.13,135214.79
P019,2026-04,0.9523,226884.45,95393.96,131490.49
P019,2026-05,0.9726,231969.73,98003.15,133966.58
P019,2026-06,0.9514,227170.25,96439.0,130731.25
P019,2026-07,0.9728,232509.92,99182.54,133327.38
P019,2026-08,0.956,228746.46,98048.44,130698.02
P020,2022-09,0.9637,238194.78,91740.47,146454.31
P020,2022-10,0.9518,235729.69,91177.37,144552.32
P020,2022-11,0.9561,237250.25,92155.98,145094.27
P020,2022-12,0.9646,239837.74,93557.47,146280.27
P020,2023-01,0.9549,237889.43,93192.32,144697.11
P020,2023-02,0.9598,239564.49,94247.86,145316.63
P020,2023-03,0.9687,242264.45,95715.62,146548.83
P020,2023-04,0.9552,239374.75,94976.36,144398.39
P020,2023-05,0.9477,237953.99,94814.39,143139.6
P020,2023-06,0.9537,239928.9,96008.1,143920.8
P020,2023-07,0.9484,239060.29,96067.57,142992.72
P020,2023-08,0.9497,239847.53,96794.06,143053.47
P020,2023-09,0.9478,239846.88,97205.67,142641.21
P020,2023-10,0.9651,244696.54,99593.14,145103.4
P020,2023-11,0.9759,247929.93,101338.53,146591.4
P020,2023-12,0.9632,245173.89,100638.45,144535.44
P020,2024-01,0.9671,246665.86,101681.71,144984.15
P020,2024-02,0.9691,247664.19,102527.66,145136.53
P020,2024-03,0.9609,246050.96,102293.25,143757.71
P020,2024-04,0.9661,247855.24,103481.83,144373.41
P020,2024-05,0.9562,245810.3,103064.74,142745.56
P020,2024-06,0.9426,242778.97,102226.9,140552.07
P020,2024-07,0.9567,246910.49,104408.95,142501.54
P020,2024-08,0.9463,244706.29,103917.19,140789.1
P020,2024-09,0.951,246401.75,105082.43,141319.32
P020,2024-10,0.951,246884.35,105736.26,141148.09
P020,2024-11,0.9544,248250.68,106773.85,141476.83
P020,2024-12,0.9715,253183.31,109358.76,143824.55
P020,2025-01,0.9606,250836.91,108806.3,142030.61
P020,2025-02,0.9694,253634.24,110487.85,143146.39
P020,2025-03,0.9561,250657.44,109655.73,141001.71
P020,2025-04,0.9651,253514.78,111377.65,142137.13
P020,2025-05,0.9556,251514.41,110969.01,140545.4
P020,2025-06,0.9585,252770.54,111997.77,140772.77
P020,2025-07,0.9529,251769.42,112028.87,139740.55
P020,2025-08,0.9397,248786.84,111172.78,137614.06
P020,2025-09,0.9638,255661.66,114730.99,140930.67
P020,2025-10,0.9647,256404.33,115553.88,140850.45
P020,2025-11,0.9622,256241.01,115971.66,140269.35
P020,2025-12,0.9745,260035.12,118189.62,141845.5
P020,2026-01,0.9676,258693.71,118080.25,140613.46
P020,2026-02,0.9809,262772.3,120452.28,142320.02
P020,2026-03,0.9434,253219.87,116567.45,136652.42
P020,2026-04,0.9563,257168.47,118888.9,138279.57
P020,2026-05,0.9574,257976.23,119769.8,138206.43
P020,2026-06,0.9542,257634.96,120120.33,137514.63
P020,2026-07,0.9656,261212.55,122306.58,138905.97
P020,2026-08,0.948,256966.19,120830.29,136135.9
P021,2022-09,0.9099,256417.64,90583.11,165834.53
P021,2022-10,0.9372,264651.39,93809.14,170842.25
P021,2022-11,0.9384,265532.41,94440.91,171091.5
P021,2022-12,0.9239,261942.78,93480.43,168462.35
P021,2023-01,0.9357,265839.6,95193.12,170646.48
P021,2023-02,0.9346,266065.65,95597.46,170468.19
P021,2023-03,0.9215,262868.39,94769.27,168099.12
P021,2023-04,0.9216,263422.54,95291.41,168131.13
P021,2023-05,0.9109,260885.43,94693.96,166191.47
P021,2023-06,0.9118,261670.72,95301.39,166369.33
P021,2023-07,0.8947,257291.85,94024.66,163267.19
P021,2023-08,0.901,259623.23,95198.68,164424.55
P021,2023-09,0.9212,265982.67,97861.62,168121.05
P021,2023-10,0.9243,267420.77,98724.7,168696.07
P021,2023-11,0.9287,269236.37,99732.35,169504.02
P021,2023-12,0.9394,272897.64,101431.71,171465.93
P021,2024-01,0.9287,270328.86,100817.99,169510.87
P021,2024-02,0.9131,266329.2,99663.48,166665.72
P021,2024-03,0.9083,265461.08,99675.81,165785.27
P021,2024-04,0.9172,268594.26,101194.58,167399.68
P021,2024-05,0.9316,273363.68,103341.08,170022.6
P021,2024-06,0.9202,270581.76,102636.62,167945.14
P021,2024-07,0.9131,269029.38,102394.16,166635.22
P021,2024-08,0.9239,272753.79,104164.06,168589.73
P021,2024-09,0.9353,276677.2,106021.06,170656.14
P021,2024-10,0.9294,275503.79,105929.75,169574.04
P021,2024-11,0.9217,273773.38,105621.73,168151.65
P021,2024-12,0.9448,281204.79,108857.01,172347.78
P021,2025-01,0.9227,275192.01,106891.0,168301.01
P021,2025-02,0.9199,274895.13,107138.12,167757.01
P021,2025-03,0.903,270393.04,105741.17,164651.87
P021,2025-04,0.9192,275793.5,108219.19,167574.31
P021,2025-05,0.9122,274252.72,107979.88,166272.84
P021,2025-06,0.9144,275464.26,108825.03,166639.23
P021,2025-07,0.8992,271455.4,122999.21,148456.19
P021,2025-08,0.8965,271191.4,123626.73,147564.67
P021,2025-09,0.8931,270682.47,120406.27,150276.2
P021,2025-10,0.894,271529.11,120632.11,150897.0
P021,2025-11,0.9002,273943.53,124551.89,149391.64
